url,source_path,http_status,canonical,title,page_type,og_image,twitter_image,image_filename,image_http,image_w,image_h,og_image_alt,in_sitemap,robots,unique_image,in_batch_27,classification,exclusion_reason,recommended_action,image_shared_by
https://ambisecure.ambimat.com/technologies/card-reader-sam-flow/,technologies/card-reader-sam-flow/index.html,200,https://ambisecure.ambimat.com/technologies/card-reader-sam-flow/,Card ↔ Reader ↔ SAM — mutual-authentication architecture | AmbiSecure,technologies,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-technologies-card-reader-sam-flow-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-technologies-card-reader-sam-flow-1200x630.png,ambisecure-technologies-card-reader-sam-flow-1200x630.png,200,1200,630,Diagram of Card ↔ Reader ↔ SAM — the mutual-authentication architecture.: DESFire card to validator moving between actors while key material stays…,True,,True,True,PREVIOUSLY_COMPLETED,,"None — approved 27-image batch, leave unchanged",1
https://ambisecure.ambimat.com/technologies/desfire/,technologies/desfire/index.html,200,https://ambisecure.ambimat.com/technologies/desfire/,"MIFARE DESFire — EV1, EV2, EV3 architecture | AmbiSecure",technologies,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-technologies-desfire-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-technologies-desfire-1200x630.png,ambisecure-technologies-desfire-1200x630.png,200,1200,630,"Diagram of MIFARE DESFire — EV1, EV2, EV3.: DESFire card to reader moving between actors while key material stays inside hardware.",True,,True,True,PREVIOUSLY_COMPLETED,,"None — approved 27-image batch, leave unchanged",1
https://ambisecure.ambimat.com/technologies/webauthn/,technologies/webauthn/index.html,200,https://ambisecure.ambimat.com/technologies/webauthn/,"WebAuthn — registration, authentication, attestation | AmbiSecure",technologies,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-technologies-webauthn-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-technologies-webauthn-1200x630.png,ambisecure-technologies-webauthn-1200x630.png,200,1200,630,Diagram of WebAuthn — a working engineer's reference.: RP page to browser moving between actors while key material stays inside hardware.,True,,True,True,PREVIOUSLY_COMPLETED,,"None — approved 27-image batch, leave unchanged",1
https://ambisecure.ambimat.com/technologies/fido2/,technologies/fido2/index.html,200,https://ambisecure.ambimat.com/technologies/fido2/,"FIDO2 — AmbiSecure | The alliance, the spec, the certification",technologies,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-technologies-fido2-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-technologies-fido2-1200x630.png,ambisecure-technologies-fido2-1200x630.png,200,1200,630,AmbiSecure FIDO2 flow keeping the private key in the authenticator while only a signed response reaches the relying party.,True,,True,True,PREVIOUSLY_COMPLETED,,"None — approved 27-image batch, leave unchanged",1
https://ambisecure.ambimat.com/technologies/attestation/,technologies/attestation/index.html,200,https://ambisecure.ambimat.com/technologies/attestation/,"WebAuthn Attestation — fmt, x5c, MDS, AAGUID | AmbiSecure",technologies,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-technologies-attestation-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-technologies-attestation-1200x630.png,ambisecure-technologies-attestation-1200x630.png,200,1200,630,"Diagram of WebAuthn attestation — what the device is, not who the user is.: authenticator to RP verifier moving between actors while key material stays…",True,,True,True,PREVIOUSLY_COMPLETED,,"None — approved 27-image batch, leave unchanged",1
https://ambisecure.ambimat.com/products/,products/index.html,200,https://ambisecure.ambimat.com/products/,"Products — FIDO, JavaCard & IoT SE | AmbiSecure",products,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-products-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-products-1200x630.png,ambisecure-products-1200x630.png,200,1200,630,"AmbiSecure product family - smart card, USB key, tappable NFC, embedded secure element and JavaCard - arranged around one shared identity core.",True,,True,True,PREVIOUSLY_COMPLETED,,"None — approved 27-image batch, leave unchanged",1
https://ambisecure.ambimat.com/products/iot-security-applets/,products/iot-security-applets/index.html,200,https://ambisecure.ambimat.com/products/iot-security-applets/,AmbiSecure IoT Security Applets — Secure-Element Applets,products,https://ambisecure.ambimat.com/assets/img/og/iot-security-applets.png,https://ambisecure.ambimat.com/assets/img/og/iot-security-applets.png,iot-security-applets.png,200,1200,630,AmbiSecure — Hardware-rooted security,True,,True,False,COMPLETE_UNIQUE,,None — already unique and valid,1
https://ambisecure.ambimat.com/products/piv-card/,products/piv-card/index.html,200,https://ambisecure.ambimat.com/products/piv-card/,PIV Smart Card — contact + contactless ID-1 | AmbiSecure,products,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-products-piv-card-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-products-piv-card-1200x630.png,ambisecure-products-piv-card-1200x630.png,200,1200,630,"AmbiSecure AmbiSecure PIV Smart Card. shown as hardware with id-1 · contact + contactless, keys held in the secure element.",True,"index,follow",True,True,PREVIOUSLY_COMPLETED,,"None — approved 27-image batch, leave unchanged",1
https://ambisecure.ambimat.com/products/biokey-on-device-totp/,products/biokey-on-device-totp/index.html,200,https://ambisecure.ambimat.com/products/biokey-on-device-totp/,BioKey On-Device TOTP — Hardware-Sealed OTP | AmbiSecure,products,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-products-biokey-on-device-totp-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-products-biokey-on-device-totp-1200x630.png,ambisecure-products-biokey-on-device-totp-1200x630.png,200,1200,630,"AmbiSecure BioKey adds on-device TOTP shown as hardware with usb key · fido2 + oath totp, keys held in the secure element.",True,,True,True,PREVIOUSLY_COMPLETED,,"None — approved 27-image batch, leave unchanged",1
https://ambisecure.ambimat.com/products/tappable/,products/tappable/index.html,200,https://ambisecure.ambimat.com/products/tappable/,AmbiSecure Tappable — NFC FIDO2 Authenticator | AmbiSecure,products,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-products-tappable-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-products-tappable-1200x630.png,ambisecure-products-tappable-1200x630.png,200,1200,630,"AmbiSecure AmbiSecure Tappable shown as hardware with card, keyfob, sticker · nfc, keys held in the secure element.",True,,True,True,PREVIOUSLY_COMPLETED,,"None — approved 27-image batch, leave unchanged",1
https://ambisecure.ambimat.com/products/iot-solution/,products/iot-solution/index.html,200,https://ambisecure.ambimat.com/products/iot-solution/,AmbiSecure IoT Solution — end-to-end platform | AmbiSecure,products,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-products-iot-solution-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-products-iot-solution-1200x630.png,ambisecure-products-iot-solution-1200x630.png,200,1200,630,"AmbiSecure AmbiSecure IoT Solution shown as hardware with iot security co-processor, keys held in the secure element.",True,,True,True,PREVIOUSLY_COMPLETED,,"None — approved 27-image batch, leave unchanged",1
https://ambisecure.ambimat.com/products/biokey/,products/biokey/index.html,200,https://ambisecure.ambimat.com/products/biokey/,AmbiSecure BioKey — Biometric USB Security Key | AmbiSecure,products,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-products-biokey-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-products-biokey-1200x630.png,ambisecure-products-biokey-1200x630.png,200,1200,630,AmbiSecure BioKey verifying a fingerprint on the hardware security key itself before completing FIDO authentication.,True,,True,True,PREVIOUSLY_COMPLETED,,"None — approved 27-image batch, leave unchanged",1
https://ambisecure.ambimat.com/products/digital-signature-token/,products/digital-signature-token/index.html,200,https://ambisecure.ambimat.com/products/digital-signature-token/,Digital Signature Token — hardware PKI token,products,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-products-digital-signature-token-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-products-digital-signature-token-1200x630.png,ambisecure-products-digital-signature-token-1200x630.png,200,1200,630,"AmbiSecure AmbiSecure Digital Signature Token shown as hardware with usb-a token · 40 × 12 mm, keys held in the secure element.",True,,True,True,PREVIOUSLY_COMPLETED,,"None — approved 27-image batch, leave unchanged",1
https://ambisecure.ambimat.com/products/esim-solution/,products/esim-solution/index.html,200,https://ambisecure.ambimat.com/products/esim-solution/,AmbiSecure eSIM — SGP.22 / SGP.32 eUICC + OIDC | AmbiSecure,products,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-products-esim-solution-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-products-esim-solution-1200x630.png,ambisecure-products-esim-solution-1200x630.png,200,1200,630,"AmbiSecure AmbiSecure eSIM Solution shown as hardware with euicc · consumer, m2m, auto, keys held in the secure element.",True,,True,True,PREVIOUSLY_COMPLETED,,"None — approved 27-image batch, leave unchanged",1
https://ambisecure.ambimat.com/products/iot-security-coprocessor/,products/iot-security-coprocessor/index.html,200,https://ambisecure.ambimat.com/products/iot-security-coprocessor/,AmbiSEC IoT Security Co-Processor — dual-domain SE | AmbiSecure,products,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-products-iot-security-coprocessor-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-products-iot-security-coprocessor-1200x630.png,ambisecure-products-iot-security-coprocessor-1200x630.png,200,1200,630,AmbiSecure IoT security co-processor isolating device keys in a secure element separate from the application MCU.,True,,True,True,PREVIOUSLY_COMPLETED,,"None — approved 27-image batch, leave unchanged",1
https://ambisecure.ambimat.com/products/onepass-bio-card/,products/onepass-bio-card/index.html,200,https://ambisecure.ambimat.com/products/onepass-bio-card/,OnePass Bio Card — biometric FIDO2 smart card,products,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-products-onepass-bio-card-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-products-onepass-bio-card-1200x630.png,ambisecure-products-onepass-bio-card-1200x630.png,200,1200,630,"AmbiSecure OnePass Bio Card capturing, storing and matching a fingerprint entirely on the card before authentication.",True,,True,True,PREVIOUSLY_COMPLETED,,"None — approved 27-image batch, leave unchanged",1
https://ambisecure.ambimat.com/products/onepass-card/,products/onepass-card/index.html,200,https://ambisecure.ambimat.com/products/onepass-card/,AmbiSecure OnePass Card — FIDO2 smart card | AmbiSecure,products,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-products-onepass-card-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-products-onepass-card-1200x630.png,ambisecure-products-onepass-card-1200x630.png,200,1200,630,AmbiSecure OnePass Card combining a corporate badge with contactless FIDO2 authentication over a WebAuthn trust path.,True,,True,True,PREVIOUSLY_COMPLETED,,"None — approved 27-image batch, leave unchanged",1
https://ambisecure.ambimat.com/products/piv-nano-sim-applet/,products/piv-nano-sim-applet/index.html,200,https://ambisecure.ambimat.com/products/piv-nano-sim-applet/,PIV Nano-Card Applet — secure-element PIV | AmbiSecure,products,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-products-piv-nano-sim-applet-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-products-piv-nano-sim-applet-1200x630.png,ambisecure-products-piv-nano-sim-applet-1200x630.png,200,1200,630,"AmbiSecure AmbiSecure PIV Nano-Card Applet shown as hardware with 4ff nano-card · mff2 module, keys held in the secure element.",True,,True,True,PREVIOUSLY_COMPLETED,,"None — approved 27-image batch, leave unchanged",1
https://ambisecure.ambimat.com/products/pkcs-signature-suite/,products/pkcs-signature-suite/index.html,200,https://ambisecure.ambimat.com/products/pkcs-signature-suite/,AmbiSecure PKCS Signature Suite — Token + Middleware,products,https://ambisecure.ambimat.com/assets/img/og/pkcs-signature-suite.png,https://ambisecure.ambimat.com/assets/img/og/pkcs-signature-suite.png,pkcs-signature-suite.png,200,1200,630,AmbiSecure — Hardware-rooted security,True,,True,False,COMPLETE_UNIQUE,,None — already unique and valid,1
https://ambisecure.ambimat.com/products/piv-bio-card/,products/piv-bio-card/index.html,200,https://ambisecure.ambimat.com/products/piv-bio-card/,AmbiSecure PIV Bio Card — PIV with on-card fingerprint match,products,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-products-piv-bio-card-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-products-piv-bio-card-1200x630.png,ambisecure-products-piv-bio-card-1200x630.png,200,1200,630,"AmbiSecure AmbiSecure PIV Bio Card. shown as hardware with id-1 · on-card fingerprint, keys held in the secure element.",True,"index,follow",True,True,PREVIOUSLY_COMPLETED,,"None — approved 27-image batch, leave unchanged",1
https://ambisecure.ambimat.com/products/onepass-platform/,products/onepass-platform/index.html,200,https://ambisecure.ambimat.com/products/onepass-platform/,"OnePass Platform — AmbiSecure | Hardware-backed identity, end to end",products,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-products-onepass-platform-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-products-onepass-platform-1200x630.png,ambisecure-products-onepass-platform-1200x630.png,200,1200,630,"AmbiSecure OnePass — one identity, every form factor. shown as hardware with card · bio card · usb key, keys held in the secure element.",True,,True,True,PREVIOUSLY_COMPLETED,,"None — approved 27-image batch, leave unchanged",1
https://ambisecure.ambimat.com/products/piv-usb-key/,products/piv-usb-key/index.html,200,https://ambisecure.ambimat.com/products/piv-usb-key/,AmbiSecure PIV USB Key — PIV applet in a USB-A / USB-C key,products,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-products-piv-usb-key-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-products-piv-usb-key-1200x630.png,ambisecure-products-piv-usb-key-1200x630.png,200,1200,630,"AmbiSecure AmbiSecure PIV USB Key. shown as hardware with usb-a / usb-c · ccid + fido2, keys held in the secure element.",True,"index,follow",True,True,PREVIOUSLY_COMPLETED,,"None — approved 27-image batch, leave unchanged",1
https://ambisecure.ambimat.com/products/iot-security-chipset/,products/iot-security-chipset/index.html,200,https://ambisecure.ambimat.com/products/iot-security-coprocessor/,Page moved — IoT Security Co-Processor | AmbiSecure,products,,,,404,,,,False,"noindex,follow",False,False,EXCLUDED,noindex,None — excluded from remediation,0
https://ambisecure.ambimat.com/products/javacard-applets/,products/javacard-applets/index.html,200,https://ambisecure.ambimat.com/products/javacard-applets/,"JavaCard Applets — FIDO, PIV, OpenPGP, NDEF | AmbiSecure",products,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-products-javacard-applets-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-products-javacard-applets-1200x630.png,ambisecure-products-javacard-applets-1200x630.png,200,1200,630,"AmbiSecure JavaCard platform loading FIDO, PIV, OpenPGP and NDEF applets onto a tamper-resistant secure element.",True,,True,True,PREVIOUSLY_COMPLETED,,"None — approved 27-image batch, leave unchanged",1
https://ambisecure.ambimat.com/products/fido2-nano-sim-applet/,products/fido2-nano-sim-applet/index.html,200,https://ambisecure.ambimat.com/products/fido2-nano-sim-applet/,FIDO2 Nano-Card Applet — embedded SE authenticator | AmbiSecure,products,https://ambisecure.ambimat.com/assets/img/og/fido2-nano-sim-applet.png,https://ambisecure.ambimat.com/assets/img/og/fido2-nano-sim-applet.png,fido2-nano-sim-applet.png,200,1200,630,AmbiSecure — Hardware-rooted security,True,,True,False,COMPLETE_UNIQUE,,None — already unique and valid,1
https://ambisecure.ambimat.com/products/secure-mail-suite/,products/secure-mail-suite/index.html,200,https://ambisecure.ambimat.com/products/secure-mail-suite/,AmbiSecure Secure Mail Suite — Email + Document Signing,products,https://ambisecure.ambimat.com/assets/img/og/secure-mail-suite.png,https://ambisecure.ambimat.com/assets/img/og/secure-mail-suite.png,secure-mail-suite.png,200,1200,630,AmbiSecure — Hardware-rooted security,True,,True,False,COMPLETE_UNIQUE,,None — already unique and valid,1
https://ambisecure.ambimat.com/products/onepass-usb-key/,products/onepass-usb-key/index.html,200,https://ambisecure.ambimat.com/products/onepass-usb-key/,OnePass USB Key — FIDO2 hardware security key,products,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-products-onepass-usb-key-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-products-onepass-usb-key-1200x630.png,ambisecure-products-onepass-usb-key-1200x630.png,200,1200,630,"AmbiSecure OnePass USB Key providing origin-bound, hardware-backed authentication to a trusted app with no reusable secret.",True,,True,True,PREVIOUSLY_COMPLETED,,"None — approved 27-image batch, leave unchanged",1
https://ambisecure.ambimat.com/privacy/,privacy/index.html,200,https://ambisecure.ambimat.com/privacy/,Privacy & analytics preferences — AmbiSecure,privacy,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-privacy-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-privacy-1200x630.png,ambisecure-privacy-1200x630.png,200,1200,630,"Architecture stack for Your data, your choice., layered from dnt: 1 — honoured by default down to a hardware root of trust.",True,,True,True,PREVIOUSLY_COMPLETED,,"None — approved 27-image batch, leave unchanged",1
https://ambisecure.ambimat.com/brochures/,brochures/index.html,200,https://ambisecure.ambimat.com/brochures/,Brochures — AmbiSecure,brochures,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-brochures-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-brochures-1200x630.png,ambisecure-brochures-1200x630.png,200,1200,630,"AmbiSecure branded technical document covers for product, solution and architecture briefs.",True,,True,True,PREVIOUSLY_COMPLETED,,"None — approved 27-image batch, leave unchanged",1
https://ambisecure.ambimat.com/brochures/javacard/,brochures/javacard/index.html,200,https://ambisecure.ambimat.com/brochures/javacard/,JavaCard platform brochure — AmbiSecure,brochures,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-brochures-javacard-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-brochures-javacard-1200x630.png,ambisecure-brochures-javacard-1200x630.png,200,1200,630,"AmbiSecure Twelve applets, one chip, AID-selectable. presented as a lookup table of WebAuthn / CTAP2 auth and related entries for engineering reference.",True,,True,True,PREVIOUSLY_COMPLETED,,"None — approved 27-image batch, leave unchanged",1
https://ambisecure.ambimat.com/brochures/fido/,brochures/fido/index.html,200,https://ambisecure.ambimat.com/brochures/fido/,FIDO deployment brochure — AmbiSecure,brochures,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-brochures-fido-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-brochures-fido-1200x630.png,ambisecure-brochures-fido-1200x630.png,200,1200,630,"AmbiSecure Phishing-resistant authentication, deployed. presented as a lookup table of Private key in the SE and related entries for engineering reference.",True,,True,True,PREVIOUSLY_COMPLETED,,"None — approved 27-image batch, leave unchanged",1
https://ambisecure.ambimat.com/brochures/transit-security/,brochures/transit-security/index.html,200,https://ambisecure.ambimat.com/brochures/transit-security/,Transit security brochure — AmbiSecure,brochures,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-brochures-transit-security-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-brochures-transit-security-1200x630.png,ambisecure-brochures-transit-security-1200x630.png,200,1200,630,"AmbiSecure Closed-loop transit ticketing, designed offline-first. presented as a lookup table of DESFire EV2/EV3, AES-128 and related entries for…",True,,True,True,PREVIOUSLY_COMPLETED,,"None — approved 27-image batch, leave unchanged",1
https://ambisecure.ambimat.com/brochures/onepass/,brochures/onepass/index.html,200,https://ambisecure.ambimat.com/brochures/onepass/,OnePass platform brochure — AmbiSecure,brochures,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-brochures-onepass-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-brochures-onepass-1200x630.png,ambisecure-brochures-onepass-1200x630.png,200,1200,630,"AmbiSecure OnePass — one identity, every form factor. presented as a lookup table of Smart card + FIDO2 + NFC and related entries for engineering…",True,,True,True,PREVIOUSLY_COMPLETED,,"None — approved 27-image batch, leave unchanged",1
https://ambisecure.ambimat.com/brochures/device-identity/,brochures/device-identity/index.html,200,https://ambisecure.ambimat.com/brochures/device-identity/,Device identity / IoT brochure — AmbiSecure,brochures,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-brochures-device-identity-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-brochures-device-identity-1200x630.png,ambisecure-brochures-device-identity-1200x630.png,200,1200,630,AmbiSecure Hardware-rooted identity on the BOM. presented as a lookup table of Secure element on board and related entries for engineering reference.,True,,True,True,PREVIOUSLY_COMPLETED,,"None — approved 27-image batch, leave unchanged",1
https://ambisecure.ambimat.com/brochures/pki/,brochures/pki/index.html,200,https://ambisecure.ambimat.com/brochures/pki/,PKI & credential lifecycle brochure — AmbiSecure,brochures,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-brochures-pki-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-brochures-pki-1200x630.png,ambisecure-brochures-pki-1200x630.png,200,1200,630,"AmbiSecure X.509 issuance from workforce to government scale. presented as a lookup table of Signs; key in HSM, M-of-N and related entries for…",True,,True,True,PREVIOUSLY_COMPLETED,,"None — approved 27-image batch, leave unchanged",1
